,invoice_id,company_reg_number,invoice_date,invoice_amount,end_date,disputed,paper_or_electronic
10093,26257,20000134,10/8,440.0,2/10,0,p
10094,19309,20000134,8/9,245.0,28/12,0,e
10095,71258,20000134,7/6,488.0,27/9,0,e
10096,56494,20000134,14/9,375.0,27/11,0,e
10098,4372,20000134,2/1,418.0,12/2,0,p
10099,61738,20000134,8/6,288.0,17/8,0,p
10101,9070,20000134,7/1,428.0,15/3,0,e
10102,3480,20000134,19/3,315.0,28/6,0,e
10103,64386,20000134,17/9,390.0,1/12,0,e
10104,3470,20000134,14/6,296.0,11/8,0,e
10106,28242,20000134,9/9,342.0,13/11,0,e
10107,70689,20000134,2/1,460.0,5/3,0,p
10108,65339,20000134,7/6,295.0,4/8,0,e
10109,60170,20000134,26/7,323.0,11/9,0,e
10110,123,20000134,18/5,471.0,21/8,1,e
10111,18889,20000134,5/1,278.0,25/4,0,e
10112,22659,20000134,23/6,376.0,10/7,0,p
10113,73912,20000134,26/8,355.0,24/10,0,e
10114,5065,20000134,13/4,439.0,21/6,0,p
10115,24957,20000134,6/8,273.0,14/10,0,e
10116,35616,20000134,9/8,464.0,16/10,0,e
10118,31058,20000134,28/4,438.0,20/6,0,e
10122,74835,20000134,17/1,330.0,26/3,0,e
10123,37837,20000134,14/9,402.0,10/12,0,e
10125,30237,20000134,28/8,311.0,26/10,0,p
10126,50913,20000134,6/9,387.0,24/11,0,e
10127,59663,20000134,17/3,457.0,21/5,0,e
10128,42445,20000134,20/4,366.0,13/6,0,e
10129,1619,20000134,11/3,292.0,12/5,0,e
10130,23434,20000134,25/9,441.0,21/12,0,p
10131,65483,20000134,10/10,354.0,4/12,0,e
10132,7209,20000134,12/4,328.0,9/5,0,e
10133,39862,20000134,26/3,412.0,11/6,0,e
10134,53836,20000134,18/6,366.0,18/8,1,e
10135,44948,20000134,7/6,266.0,20/9,0,e
10137,51899,20000134,4/6,341.0,16/8,1,e
10138,6208,20000134,9/6,359.0,25/8,0,e
10139,40944,20000134,19/7,315.0,15/9,0,p
10140,18168,20000134,4/9,405.0,1/11,0,p
10141,6684,20000134,22/4,372.0,21/6,0,e
10142,11998,20000134,23/6,394.0,10/8,0,e
10143,40849,20000134,13/4,252.0,24/5,0,e
10144,25749,20000134,13/1,436.0,13/3,0,e
10145,60079,20000134,17/3,365.0,9/6,0,p
10146,313,20000134,14/6,337.0,3/8,1,e
10147,26002,20000134,9/5,354.0,21/7,0,e
10148,14351,20000134,21/9,359.0,12/12,1,p
10149,64404,20000134,28/6,446.0,28/7,0,e
10150,78984,20000134,2/3,269.0,18/6,0,e
10152,59679,20000134,3/9,306.0,26/12,0,p
10153,77856,20000134,13/9,467.0,11/12,0,e
10154,38185,20000134,6/3,340.0,24/6,0,e
10155,33944,20000134,27/8,405.0,15/10,0,e
10156,63811,20000134,16/9,241.0,16/11,0,p
10158,17332,20000135,28/7,66.0,25/9,0,p
10159,65412,20000135,18/1,63.0,12/4,0,e
10160,1,20000135,4/9,52.0,13/12,0,e
10161,64351,20000135,21/4,74.0,17/6,0,e
10162,31137,20000135,5/1,63.0,23/3,0,e
10163,4641,20000135,17/1,45.0,26/4,0,e
10164,2039,20000135,17/1,85.0,5/3,0,p
10165,31182,20000135,5/9,41.0,26/12,0,e
10166,57970,20000135,16/1,81.0,18/3,0,e
10168,21731,20000135,28/7,79.0,15/9,0,e
10170,66755,20000135,28/4,56.0,28/7,0,e
10171,79262,20000135,26/6,64.0,26/8,0,e
10173,58255,20000135,25/6,76.0,24/9,0,e
10174,44949,20000135,4/3,50.0,26/6,0,e
10175,68593,20000135,8/3,78.0,24/5,0,p
10176,68807,20000135,27/5,39.0,10/7,0,p
10177,13950,20000135,6/4,87.0,13/6,0,e
10178,6821,20000135,6/5,55.0,21/7,0,e
10179,56802,20000135,6/6,51.0,26/8,0,e
10181,16947,20000135,16/3,68.0,21/5,0,e
10182,22453,20000135,13/6,62.0,27/9,0,e
10183,797,20000135,14/9,71.0,9/11,0,e
10184,48013,20000135,10/3,69.0,17/5,0,e
10185,64139,20000135,12/4,46.0,8/6,0,p
10187,65523,20000135,9/8,69.0,1/10,0,e
10191,54939,20000135,4/7,55.0,26/10,1,e
10192,62063,20000135,11/5,75.0,14/7,0,e
10193,33385,20000135,28/5,63.0,11/6,0,e
10194,4575,20000135,21/7,54.0,17/8,0,p
10195,68804,20000135,8/3,74.0,20/4,0,e
10196,64885,20000135,7/4,50.0,1/6,0,e
10199,72749,20000135,14/3,64.0,16/5,0,e
10200,7043,20000135,6/1,60.0,15/4,0,e
10201,43136,20000135,21/4,80.0,13/7,0,e
10202,11334,20000135,11/7,60.0,26/9,0,p
10203,69844,20000135,21/5,48.0,20/7,0,e
10204,43084,20000135,9/8,82.0,2/11,0,e
10205,77890,20000135,4/11,47.0,5/12,0,p
10206,57788,20000135,14/9,67.0,24/11,0,e
10208,18350,20000135,21/9,77.0,17/11,0,e
10209,4907,20000135,9/1,43.0,24/3,0,e
10210,48914,20000135,10/11,66.0,9/12,0,e
10211,56342,20000135,14/1,81.0,24/3,0,e
10212,1476,20000135,21/4,44.0,21/6,0,p
10213,7740,20000135,8/4,68.0,16/6,0,p
10214,79376,20000135,4/6,64.0,17/8,0,p
10215,11125,20000135,28/3,62.0,2/5,1,e
10216,2508,20000135,16/8,69.0,24/10,0,p
10217,36362,20000135,5/4,65.0,15/7,1,e
10218,23709,20000135,11/2,70.0,18/5,0,e
10219,54105,20000135,9/1,50.0,17/3,0,e
10221,21031,20000135,21/7,69.0,26/9,0,e
10222,37324,20000135,11/10,53.0,21/12,1,e
10223,63191,20000135,22/6,64.0,11/8,0,p
10224,58861,20000135,6/4,67.0,26/7,0,e
10225,5490,20000135,17/5,66.0,24/8,0,e
10226,32437,20000135,4/4,69.0,26/7,0,e
10228,310,20000135,28/6,44.0,20/8,0,e
10230,5841,20000135,19/4,55.0,11/7,0,e
10231,72544,20000135,6/6,58.0,6/8,0,p
10232,68894,20000135,12/5,55.0,28/8,0,p
10233,70093,20000135,13/7,75.0,3/9,0,e
10234,68896,20000135,16/5,54.0,18/8,0,e
10235,37824,20000135,27/4,83.0,28/6,0,p
10236,51610,20000135,10/9,60.0,20/11,0,e
10237,5954,20000135,11/9,50.0,27/10,0,e
10238,33627,20000135,8/2,59.0,1/4,0,e
10239,24382,20000135,10/1,74.0,13/4,0,e
10240,21651,20000135,19/3,56.0,25/6,0,e
10241,47003,20000135,9/4,75.0,24/7,1,e
10242,31126,20000135,7/9,52.0,6/10,0,p
10243,45287,20000135,14/8,81.0,24/11,0,e
10244,21378,20000135,7/7,62.0,21/8,0,e
10245,3147,20000135,5/7,42.0,12/9,0,p
10246,67966,20000136,8/3,116.0,21/6,0,p
10248,10471,20000136,4/1,76.0,1/4,0,e
10249,69672,20000136,27/5,120.0,28/8,0,e
10250,67843,20000136,8/8,100.0,28/10,0,e
10251,35441,20000136,20/1,101.0,27/3,0,e
10252,4473,20000136,4/8,110.0,26/10,0,e
10253,42226,20000136,25/9,100.0,11/11,0,e
10254,26521,20000136,20/8,140.0,11/11,0,e
10255,77953,20000136,10/4,84.0,7/7,0,e
10257,3662,20000136,10/7,121.0,17/9,0,p
10258,62585,20000136,26/6,82.0,15/9,0,p
10259,73901,20000136,14/2,130.0,1/3,1,e
10262,26753,20000136,8/8,110.0,28/10,0,e
10265,18124,20000136,21/3,114.0,26/5,0,e
10266,29216,20000136,12/9,97.0,26/11,0,e
10267,35543,20000136,25/3,119.0,25/5,0,e
10268,15921,20000136,14/10,107.0,16/11,0,e
10269,55853,20000136,18/1,105.0,7/4,0,p
10270,69954,20000136,20/7,105.0,26/9,0,e
10271,16047,20000136,2/3,104.0,26/5,0,p
10272,23192,20000136,8/7,135.0,24/9,1,p
10273,31552,20000136,19/3,107.0,16/6,0,e
10274,68248,20000136,18/1,107.0,13/3,0,e
10275,52018,20000136,4/4,100.0,26/5,0,p
10276,67866,20000136,8/3,97.0,28/6,0,e
10279,58304,20000136,8/7,118.0,4/10,0,e
10280,55202,20000136,26/1,97.0,25/3,0,p
10281,45527,20000136,23/3,92.0,18/5,0,e
10282,76128,20000136,8/3,130.0,26/5,0,e
10284,61863,20000136,10/8,128.0,28/10,0,e
10285,15374,20000136,18/8,117.0,5/11,0,e
10286,13065,20000136,17/5,76.0,8/7,0,p
10287,52894,20000136,8/3,107.0,28/4,0,e
10288,20373,20000136,16/1,135.0,16/4,0,p
10289,14886,20000136,24/4,90.0,27/5,0,e
10292,22407,20000136,2/3,114.0,1/5,0,e
10295,66503,20000136,28/1,98.0,15/4,0,e
10296,43910,20000136,19/11,122.0,28/12,0,e
10297,73091,20000136,11/11,70.0,9/12,0,p
10298,21916,20000136,11/9,116.0,28/12,0,e
10299,25269,20000136,18/1,114.0,11/2,0,e
10301,60089,20000136,11/4,98.0,21/7,0,p
10302,23408,20000136,3/3,114.0,12/6,0,e
10303,10236,20000136,18/5,76.0,26/7,0,e
10305,43632,20000136,9/6,116.0,25/8,0,e
10306,45279,20000136,14/9,94.0,12/11,1,e
10308,66892,20000136,4/5,80.0,26/7,0,e
10309,77481,20000136,5/3,107.0,26/5,0,e
10310,41332,20000136,4/9,106.0,25/12,0,p
10312,62481,20000136,9/3,118.0,26/5,0,e
10313,72578,20000136,9/6,120.0,28/8,0,e
10315,27264,20000136,27/7,98.0,15/8,0,e
10316,35221,20000136,9/4,126.0,18/6,0,e
10317,61850,20000136,8/7,92.0,28/9,0,e
10318,30208,20000136,14/9,95.0,16/12,0,e
10319,12194,20000136,14/3,140.0,24/6,0,e
10320,24204,20000136,14/5,72.0,28/8,0,e
10321,3849,20000136,2/6,128.0,15/9,0,e
10322,48124,20000136,26/9,86.0,3/10,0,e
10323,56434,20000136,27/5,119.0,16/8,0,e
10325,63656,20000136,17/9,104.0,10/10,1,p
10326,16063,20000136,18/5,95.0,16/6,0,e
10327,26340,20000136,8/5,113.0,15/8,1,e
10328,20990,20000136,16/6,111.0,1/9,0,e
10330,69531,20000136,14/3,99.0,18/6,1,e
10331,53234,20000136,9/9,92.0,27/10,0,e
10332,27943,20000136,27/3,115.0,16/5,0,e
10333,49902,20000136,3/9,118.0,24/11,0,p
10334,24520,20000136,3/3,86.0,15/5,0,e
10335,47293,20000136,3/3,90.0,2/4,0,e
10336,4350,20000136,2/3,147.0,26/5,0,e
10338,14708,20000136,7/8,79.0,20/10,0,e
10340,35195,20000136,6/6,78.0,18/8,0,e
10342,25166,20000137,21/3,454.0,28/5,0,p
10343,17486,20000137,14/7,359.0,25/9,0,e
10344,54085,20000137,18/6,340.0,18/8,0,e
10345,6248,20000137,23/1,304.0,22/2,0,e
10347,52789,20000137,8/3,359.0,12/6,0,e
10348,73741,20000137,28/4,456.0,16/6,0,p
10349,60087,20000137,26/6,338.0,11/9,0,p
10350,29315,20000137,9/3,373.0,12/6,0,e
10351,54020,20000137,28/3,280.0,24/6,0,e
10352,31959,20000137,3/5,400.0,28/7,0,p
10353,60557,20000137,18/1,390.0,11/3,1,e
10354,50574,20000137,3/5,356.0,15/8,0,e
10355,29274,20000137,3/7,449.0,11/9,0,e
10356,41181,20000137,28/1,274.0,15/3,0,e
10358,55891,20000137,22/1,405.0,1/3,0,e
10360,34794,20000137,4/6,357.0,24/8,0,e
10361,12012,20000137,10/9,499.0,13/12,0,e
10362,63788,20000137,16/4,308.0,26/6,0,e
10364,69815,20000137,14/4,294.0,28/6,0,e
10365,75516,20000137,9/4,416.0,24/6,1,e
10366,39429,20000137,25/6,361.0,6/9,0,e
10367,11353,20000137,17/6,435.0,24/8,0,p
10368,35722,20000137,28/9,385.0,11/11,0,e
10370,30018,20000137,7/1,402.0,27/2,0,e
10372,32218,20000137,9/1,455.0,20/4,0,e
10373,34039,20000137,18/4,308.0,13/6,0,e
10374,18605,20000137,14/9,384.0,9/12,0,e
10375,28805,20000137,14/3,330.0,18/6,0,e
10377,49668,20000137,19/9,386.0,28/11,1,e
10378,78088,20000137,3/4,397.0,12/7,0,e
10379,77903,20000137,10/6,336.0,16/9,0,e
10380,36425,20000137,21/1,421.0,27/2,0,p
10381,71411,20000137,28/8,362.0,21/11,0,e
10382,63844,20000137,9/6,326.0,9/9,0,e
10383,12890,20000137,9/5,417.0,21/8,0,e
10384,59924,20000137,8/9,369.0,10/12,0,e
10385,72244,20000137,21/5,418.0,13/8,0,e
10386,5585,20000137,2/5,296.0,2/6,0,e
10387,27331,20000137,8/6,418.0,21/8,0,p
10388,25471,20000137,24/9,292.0,27/10,0,e
10389,736,20000137,27/4,458.0,11/7,0,p
10390,3153,20000137,5/9,385.0,26/12,1,e
10391,2354,20000137,21/1,266.0,11/3,0,e
10392,53222,20000137,27/1,351.0,28/3,0,e
10393,72343,20000137,17/7,348.0,15/10,1,e
10394,41888,20000137,28/6,482.0,21/8,0,e
10395,10194,20000137,22/8,404.0,26/11,0,e
10396,64637,20000137,6/1,226.0,24/3,0,e
10397,27348,20000137,6/3,384.0,17/6,1,p
10398,28751,20000137,17/3,480.0,26/5,0,e
10400,67150,20000137,18/7,400.0,10/10,0,e
10401,36298,20000137,24/1,396.0,24/3,0,p
10402,33600,20000137,18/1,343.0,15/3,0,e
10403,78140,20000137,9/3,408.0,28/4,0,e
10404,8115,20000137,27/9,348.0,11/11,0,e
10405,79115,20000137,9/7,375.0,26/9,0,e
10406,8658,20000137,8/7,421.0,24/9,0,p
10407,34524,20000137,10/1,377.0,12/3,0,p
10408,59686,20000137,26/9,297.0,26/12,0,e
10409,3747,20000137,4/4,440.0,11/7,0,e
10410,5061,20000137,27/6,378.0,12/8,0,p
10411,32441,20000137,17/1,274.0,27/4,0,p
10412,28286,20000137,20/4,404.0,15/6,0,e
10413,50152,20000137,28/5,406.0,26/7,0,e
10414,33568,20000137,1/2,376.0,5/5,0,e
10415,22736,20000137,21/1,293.0,13/4,0,p
10416,78391,20000137,2/1,406.0,26/3,0,e
10417,55649,20000137,14/5,351.0,13/8,0,p
10419,54578,20000137,9/5,390.0,22/8,0,e
10420,2985,20000137,7/9,366.0,9/10,0,e
10421,8177,20000137,2/1,453.0,17/4,0,e
10422,2434,20000137,28/5,308.0,11/6,1,e
10423,74107,20000137,16/7,384.0,28/9,0,p
10428,1190,20000137,9/1,373.0,16/2,0,e
10429,36991,20000137,19/3,421.0,21/6,1,e
10430,18048,20000137,10/8,312.0,13/10,0,e
10431,29522,20000137,25/6,436.0,28/9,0,e
10432,48996,20000137,25/3,408.0,19/4,0,e
10433,135,20000137,8/5,382.0,25/8,0,p
10434,31520,20000137,2/4,282.0,12/7,1,p
10435,3254,20000137,23/4,476.0,24/5,0,e
10436,37005,20000137,8/1,327.0,12/3,0,e
10437,75599,20000137,6/7,384.0,7/9,0,p
10438,4566,20000137,9/7,263.0,24/10,0,p
10439,36446,20000138,9/5,113.0,12/8,1,e
10440,34025,20000138,11/6,108.0,14/8,0,p
10444,20034,20000138,12/3,129.0,13/6,0,e
10445,51212,20000138,19/3,97.0,26/6,1,e
10446,73424,20000138,9/6,76.0,16/8,0,e
10448,237,20000138,22/5,136.0,11/7,0,e
10449,12941,20000138,27/7,77.0,28/10,1,p
10451,5461,20000138,8/6,104.0,9/8,1,p
10452,37503,20000138,14/4,88.0,18/7,0,e
10453,6633,20000138,13/5,125.0,18/7,0,e
10454,34703,20000138,23/8,75.0,13/10,0,p
10455,54286,20000138,26/1,138.0,16/4,0,e
10456,13111,20000138,17/4,89.0,17/6,0,e
10457,30573,20000138,23/1,104.0,24/2,1,p
10459,17048,20000138,17/3,117.0,13/4,0,p
10460,33189,20000138,9/6,113.0,16/8,0,p
10461,5843,20000138,3/3,93.0,16/5,0,e
10462,9179,20000138,11/9,83.0,15/12,0,e
10463,46424,20000138,7/8,112.0,17/10,1,e
10464,16285,20000138,19/6,108.0,6/9,0,e
10465,36956,20000138,28/9,119.0,11/11,0,e
10466,73616,20000138,28/1,81.0,11/3,0,e
10467,53511,20000138,4/7,100.0,14/10,0,e
10468,56974,20000138,23/3,117.0,24/6,0,e
10469,45533,20000138,27/1,94.0,10/4,1,e
10471,8439,20000138,8/1,105.0,15/3,0,e
10472,65245,20000138,9/6,124.0,26/9,0,p
10473,36927,20000138,15/8,85.0,26/10,0,e
10475,72326,20000138,7/3,67.0,21/6,0,e
10477,73438,20000138,23/4,80.0,21/6,0,e
10478,9390,20000138,16/5,100.0,16/8,0,e
10479,27927,20000138,9/9,114.0,11/11,0,p
10480,18785,20000138,8/9,114.0,27/11,1,e
10483,33010,20000138,2/6,106.0,26/9,0,e
10485,55552,20000138,20/5,108.0,3/6,1,e
10486,75811,20000138,10/4,111.0,26/7,1,e
10487,46548,20000138,27/4,103.0,26/6,0,e
10488,31486,20000138,7/2,110.0,13/3,1,e
10489,41571,20000138,9/9,88.0,18/11,0,e
10490,34523,20000138,12/1,81.0,26/4,1,e
10491,53863,20000138,25/9,111.0,28/12,0,p
10493,78823,20000138,21/4,94.0,15/7,1,p
10494,15498,20000138,12/9,90.0,17/11,0,e
10495,48940,20000138,28/6,113.0,16/9,0,e
10496,55030,20000138,19/8,104.0,5/10,0,e
10497,13533,20000138,14/8,74.0,6/9,0,e
10498,28052,20000138,28/9,134.0,6/12,0,e
10499,62460,20000138,9/1,97.0,1/3,0,e
10500,33963,20000138,16/2,107.0,15/5,0,e
10502,57537,20000138,27/9,113.0,9/11,0,e
10503,78496,20000138,4/1,115.0,13/3,0,p
10505,10698,20000138,27/6,109.0,27/9,0,e
10507,28398,20000138,9/7,98.0,28/10,0,e
10509,50959,20000138,27/9,111.0,16/12,0,e
10510,68237,20000138,28/3,101.0,8/6,0,p
10511,65434,20000138,9/5,118.0,27/7,0,e
10512,27987,20000138,4/4,107.0,6/6,0,e
10513,60175,20000138,4/6,85.0,2/9,0,e
10514,78587,20000138,5/9,112.0,10/11,0,e
10515,40802,20000138,8/9,73.0,11/12,0,e
10517,14418,20000139,27/5,59.0,24/7,0,e
10519,9692,20000139,14/1,68.0,16/4,0,e
10520,51235,20000139,2/1,84.0,14/3,0,e
10521,57302,20000139,28/6,50.0,26/7,0,e
10522,36966,20000139,27/1,65.0,26/4,1,p
10523,12729,20000139,21/8,72.0,26/11,0,p
10524,64526,20000139,21/7,61.0,28/9,0,e
10525,38473,20000139,9/3,65.0,28/5,0,p
10526,76711,20000139,13/7,62.0,15/10,0,p
10529,10444,20000139,28/6,73.0,4/8,0,e
10530,14841,20000139,18/4,69.0,27/7,0,e
10532,63160,20000139,9/9,79.0,5/11,0,e
10533,8916,20000139,8/8,51.0,21/11,0,e
10535,65315,20000139,13/7,55.0,27/10,1,e
10537,67999,20000139,9/5,66.0,2/7,0,e
10538,80,20000139,8/7,57.0,17/10,0,e
10539,40729,20000139,26/9,66.0,26/11,0,e
10541,31529,20000139,4/7,63.0,4/8,0,e
10542,67700,20000139,27/9,78.0,27/12,0,e
10544,38282,20000139,2/9,82.0,26/12,0,p
10545,12877,20000139,26/6,55.0,11/8,0,e
10547,7228,20000139,21/4,63.0,13/6,0,e
10549,47972,20000139,10/3,70.0,3/6,0,e
10551,71522,20000139,28/8,82.0,27/10,0,p
10552,24524,20000139,8/4,42.0,16/6,0,e
10553,34969,20000139,14/5,79.0,27/7,0,e
10554,14570,20000139,27/1,52.0,18/3,0,p
10555,44698,20000139,17/4,63.0,16/7,0,e
10556,50321,20000139,3/9,76.0,16/10,0,e
10560,17345,20000139,10/8,71.0,3/10,0,e
10561,50275,20000139,25/4,65.0,26/7,1,e
10562,74175,20000139,3/3,63.0,19/5,0,p
10563,11869,20000139,7/2,65.0,5/4,0,e
10564,15883,20000139,26/8,54.0,11/11,1,e
10565,42986,20000139,8/3,77.0,11/6,0,e
10567,48172,20000139,18/4,68.0,9/7,0,e
10568,9854,20000139,17/4,63.0,28/6,1,e
10569,13339,20000139,28/3,47.0,26/5,0,e
10570,69987,20000139,9/3,74.0,16/6,0,p
10572,11434,20000139,2/7,61.0,24/10,0,e
10573,4672,20000139,16/6,73.0,12/8,0,e
10574,78531,20000139,27/8,76.0,13/11,0,e
10575,47708,20000139,27/4,45.0,18/7,0,e
10576,75360,20000139,3/8,81.0,16/11,0,e
10577,34834,20000139,28/5,62.0,16/7,0,e
10578,14781,20000139,26/9,73.0,26/12,0,e
10579,14529,20000139,19/9,61.0,16/11,0,e
10581,46009,20000139,28/4,71.0,17/6,0,e
10582,46073,20000139,9/3,60.0,13/5,0,e
10583,29739,20000139,8/1,75.0,20/4,0,e
10585,76570,20000139,8/9,73.0,11/12,0,e
10588,40399,20000139,2/3,70.0,27/6,0,e
10589,77246,20000139,4/2,50.0,13/3,0,e
10590,1649,20000139,2/3,65.0,9/4,1,e
10592,63629,20000139,8/11,74.0,21/12,1,e
10593,28488,20000139,26/7,59.0,21/10,0,p
10596,9023,20000139,21/3,57.0,25/5,0,e
10597,1791,20000140,12/1,95.0,7/3,0,e
10598,77424,20000140,27/7,52.0,24/9,1,e
10599,51875,20000140,9/8,69.0,15/10,0,p
10602,19135,20000140,8/1,64.0,16/2,0,e
10604,60602,20000140,16/8,50.0,17/10,0,e
10605,67990,20000140,6/3,88.0,27/6,0,e
10606,71718,20000140,3/3,57.0,24/5,0,e
10607,72333,20000140,8/5,74.0,16/8,0,e
10608,72090,20000140,6/8,64.0,16/11,0,e
10609,78641,20000140,22/1,79.0,19/3,1,p
10610,17114,20000140,21/8,75.0,21/9,0,p
10611,28819,20000140,14/1,68.0,11/3,0,e
10612,78458,20000140,10/5,72.0,26/7,0,e
10614,73173,20000140,26/1,72.0,16/4,0,e
10615,48072,20000140,10/6,59.0,24/8,1,e
10617,43876,20000140,27/4,79.0,11/7,1,e
10619,23973,20000140,3/6,62.0,15/8,0,p
10621,15419,20000140,26/6,88.0,1/8,0,e
10622,40969,20000140,5/1,58.0,11/4,0,p
10623,22225,20000140,13/3,63.0,3/5,0,e
10624,14755,20000140,1/1,70.0,16/4,0,e
10625,32143,20000140,18/6,87.0,16/8,1,e
10626,53105,20000140,4/3,68.0,21/6,0,e
10627,57409,20000140,5/7,49.0,12/9,0,e
10628,48010,20000140,6/7,75.0,24/10,0,e
10629,30490,20000140,26/3,73.0,9/5,1,e
10630,75712,20000140,8/3,85.0,4/6,0,p
10631,6546,20000140,7/8,51.0,11/10,0,p
10632,51269,20000140,24/3,87.0,27/6,1,e
10633,16976,20000140,28/1,55.0,1/4,0,e
10634,35560,20000140,4/6,63.0,14/9,0,e
10635,11700,20000140,2/5,88.0,13/8,0,p
10636,22302,20000140,2/3,72.0,28/6,0,e
10637,34551,20000140,18/6,58.0,24/8,0,e
10638,55695,20000140,18/3,64.0,24/4,0,e
10639,74567,20000140,13/6,77.0,25/9,0,p
10640,56926,20000140,20/6,76.0,13/7,0,e
10641,934,20000140,28/3,53.0,21/6,0,e
10642,61454,20000140,3/8,90.0,16/11,0,e
10643,36174,20000140,10/11,47.0,2/12,0,e
10646,71912,20000140,6/8,75.0,21/10,0,p
10647,19968,20000140,8/6,66.0,1/8,0,p
10651,7140,20000140,27/9,71.0,19/11,0,e
10652,72563,20000140,19/1,45.0,9/3,0,e
10653,25524,20000140,2/1,70.0,11/3,0,e
10654,33490,20000140,28/3,92.0,11/6,0,e
10655,22555,20000140,8/1,70.0,1/4,0,e
10656,55634,20000140,12/2,73.0,26/4,0,p
10658,60219,20000140,21/1,59.0,9/3,0,p
10659,14891,20000140,10/6,79.0,28/9,0,p
10660,71192,20000140,8/1,66.0,5/4,0,e
10661,10319,20000140,9/8,62.0,16/10,0,e
10662,2095,20000140,25/8,61.0,17/10,0,e
10663,4659,20000140,2/8,69.0,21/10,1,e
10664,3568,20000140,23/9,84.0,27/12,0,e
10665,10289,20000140,27/9,58.0,27/11,0,e
10666,60929,20000140,7/3,71.0,27/6,0,e
10667,25988,20000140,2/4,65.0,24/7,0,e
10668,733,20000140,25/9,74.0,16/11,0,e
10670,23290,20000140,1/1,78.0,28/3,0,p
10671,11840,20000140,19/1,58.0,28/3,1,p
10672,64261,20000140,14/1,67.0,11/3,0,e
10673,54156,20000141,27/5,193.0,24/7,1,p
10674,78879,20000141,4/5,101.0,28/7,0,e
10676,33542,20000141,17/3,167.0,15/6,0,e
10677,29808,20000141,9/3,101.0,25/4,0,e
10678,40048,20000141,21/9,151.0,15/11,0,p
10679,56043,20000141,18/7,129.0,11/10,0,p
10682,66640,20000141,14/1,113.0,11/3,0,p
10683,8484,20000141,8/1,138.0,26/4,0,p
10684,47765,20000141,11/8,144.0,15/11,0,e
10685,40660,20000141,14/5,136.0,13/7,1,e
10686,44530,20000141,26/1,173.0,24/3,0,e
10689,20500,20000141,10/8,151.0,24/10,0,e
10690,74570,20000141,14/6,155.0,28/8,0,e
10691,13671,20000141,8/7,137.0,21/10,0,e
10694,396,20000141,21/3,111.0,28/5,0,p
10695,22375,20000141,1/9,182.0,1/12,0,p
10697,48545,20000141,11/7,170.0,13/10,0,e
10698,5501,20000141,5/1,127.0,1/3,0,e
10699,74472,20000141,11/9,136.0,12/11,0,e
10700,15096,20000141,27/9,147.0,7/11,0,p
10701,37537,20000141,10/3,96.0,24/5,0,e
10702,53501,20000142,2/5,153.0,26/7,0,p
10703,71723,20000142,9/11,150.0,27/12,0,e
10705,45011,20000142,9/1,115.0,16/2,0,p
10706,6568,20000142,22/4,159.0,1/7,1,e
10710,75080,20000142,6/3,118.0,27/6,0,p
10711,18296,20000142,27/9,117.0,27/11,0,e
10713,4209,20000142,10/3,163.0,22/6,0,e
10714,54233,20000142,14/8,115.0,12/10,0,e
10715,38768,20000142,23/9,130.0,27/11,0,e
10716,67319,20000142,3/3,133.0,21/5,0,e
10717,42073,20000142,21/8,140.0,12/10,0,p
10718,5593,20000142,7/1,104.0,18/3,0,p
10719,45927,20000142,5/9,132.0,21/11,0,e
10721,62624,20000142,11/7,137.0,11/10,0,e
10722,35657,20000142,4/8,134.0,2/11,0,e
10723,52106,20000142,4/1,142.0,16/3,0,e
10725,78966,20000142,27/5,135.0,11/7,0,e
10727,17289,20000142,19/5,172.0,24/7,0,e
10728,28391,20000142,7/9,114.0,27/11,1,p
10729,36793,20000142,27/4,124.0,26/7,0,e
10730,42809,20000142,8/4,142.0,16/7,0,e
10731,55558,20000142,8/6,110.0,9/8,0,p
10732,13001,20000142,19/1,175.0,5/4,0,e
10733,4213,20000142,9/3,127.0,26/5,0,p
10734,30305,20000142,9/9,104.0,13/11,0,e
10735,41814,20000142,9/9,153.0,15/12,0,e
10736,40181,20000142,3/6,111.0,26/9,0,e
10737,999,20000142,12/9,156.0,19/11,0,p
10738,67221,20000142,1/3,140.0,1/6,1,e
10739,77097,20000142,9/3,111.0,24/4,0,p
10740,66392,20000142,8/8,135.0,28/10,0,e
10741,70102,20000142,7/8,160.0,12/10,0,e
10742,17042,20000142,14/9,127.0,12/10,0,e
10743,68022,20000142,14/3,152.0,28/5,0,e
10744,17382,20000142,3/9,116.0,28/11,0,p
10746,44886,20000142,9/4,127.0,1/6,0,p
10747,42123,20000143,9/1,148.0,7/3,0,p
10748,34692,20000143,11/8,84.0,12/10,1,e
10749,75456,20000143,28/1,96.0,28/4,0,e
10751,52877,20000143,8/3,136.0,22/5,0,e
10752,71813,20000143,25/9,85.0,16/11,0,e
10753,76488,20000143,8/9,119.0,28/12,0,p
10754,75518,20000143,9/8,87.0,28/11,0,e
10757,6004,20000143,17/8,111.0,28/10,0,e
10758,33129,20000143,19/5,92.0,26/8,0,e
10759,36162,20000143,25/9,93.0,27/11,0,e
10761,20954,20000143,28/3,122.0,12/6,0,e
10762,3612,20000143,19/8,92.0,25/9,0,e
10764,37766,20000143,18/1,83.0,12/3,0,p
10765,73816,20000143,26/1,118.0,26/3,0,p
10766,39473,20000143,2/4,96.0,21/7,0,p
10767,67804,20000143,14/5,144.0,3/7,0,e
